Selected line,Order,Equipment,Description of Technical Object,Description,Basic start date,Order Type,Cost Center,System Condition,Basic finish date,Plant,Total actual costs,User Status,System status,Scheduled start,Assembly,Description of assembly,Created on,Notification
,323068506,13037035,TRLR MANF HP W/X-ARMS,mantenimiento preventivo manifold 035,10/15/2021,RPM,6004510016,,10/15/2021,1600,"511,539.36",,TECO ESTC GMPS MACM PRC  SETC,10/15/2021,MANIFOLD SUCTION,Manifold suction,10/15/2021,31608520
,323070277,13116383,TRAC HYD START 6X4 SLPR,VTV - AC988AU (Control VTV),10/15/2021,CERT,6004510016,,10/15/2021,1600,"22,061.14",,TECO ESTC NMAT PRC  SETC,10/15/2021,,,10/15/2021,31610064
,323070278,13293924,SUV LIGHTDUTY 4X4 MID SIZE,VTV - AD742SD (Control SRL),10/15/2021,CERT,6004510016,,10/15/2021,1600,"2,779.33",,TECO ESTC NMAT PRC  SETC,10/15/2021,,,10/15/2021,31610065
,323070279,12244548,TRAC HYD START 6X4 SLPR,VTV - MRL982 (Control SRL),10/15/2021,CERT,6004510016,,10/15/2021,1600,"11,030.57",,TECO ESTC NMAT PRC  SETC,10/15/2021,,,10/15/2021,31610066
,323070807,13038529,TRLR PUMP Q10-X 2000 HHP,RPL amortiguadores daysi y c stand,10/16/2021,RPM,6004510016,,10/16/2021,1600,0.00,,CLSD MANC NCMP NMAT PRC,10/16/2021,CONTROL STAND GRP,Control stand grp,10/16/2021,31610884
,323070813,13038523,TRLR PUMP Q10-X 2000 HHP,Rpl baterias UPS intelliscan,10/16/2021,RPM,6004510016,,10/16/2021,1600,0.00,,CLSD MANC NCMP NMAT PRC,10/16/2021,INTELLISCAN,INTELLISCAN,10/16/2021,31610889
,323071362,13038538,TRLR PUMP Q10-X 2000 HHP,prueba operativa  Q10X 8538,10/16/2021,FTST,6004510016,,10/16/2021,1600,0.00,,CLSD NMAT PRC  SETC,10/16/2021,FUNCTION TEST,FUNCTION TEST,10/16/2021,31611834
,323071386,,,mantenimiento manifold set 3,10/16/2021,DME,6004510016,,10/16/2021,1600,"355,888.18",,TECO ESTC GMPS MACM PRC  SETC,10/16/2021,DISCHARGE IRON GRP,Discharge iron grp,10/16/2021,31611502
,323071430,13098007,TRLR QA QC CONT TCC/LAB 40',Rep aire acondicionado[[RENUEVA]],11/7/2021,RPM,6004510016,,11/11/2021,1600,"235,808.65",,TECO GMPS MANC PRC  SETC,11/7/2021,A/C ACC'S,A/C acc's,10/16/2021,31611541
,323072674,12999797,TRLR PUMP HT2000 2000 HHP,REP TRANSMISION [[MTU]],10/16/2021,UNSC,6004510016,,10/16/2021,1600,"10,799,628.08",,TECO ESTC GMPS MANC NMAT PRC  SETC,10/16/2021,TRANS-AUTO GRP,Transmission auto grp,10/16/2021,31612214
,323072676,13057741,TRLR PUMP Q10-X 2000 HHP,REP TRANSMISION [[HIDROMEC]],10/16/2021,UNSC,6004510016,,10/16/2021,1600,"9,045,113.14",,TECO ESTC GMPS MANC NMAT PRC  SETC,10/16/2021,TRANS-AUTO GRP,Transmission auto grp,10/16/2021,31612216
,323073063,12226031,PICKUP HILUX 4X4 - MNT 912,Rep. de neumatico MNT912 [[12226031]],10/17/2021,RPM,6004510016,,10/31/2021,1600,640.96,,TECO GMPS MANC PRC  SETC,10/17/2021,TIRE MAINT (GEN),Tire maint (general),10/17/2021,
,323073450,,,reparaciones swivel,10/18/2021,DME,6004510016,,10/18/2021,1600,"151,965.22",,TECO ESTC GMPS MACM PRC  SETC,10/18/2021,DISCHARGE IRON GRP,Discharge iron grp,10/18/2021,31616009
,323074885,13037035,TRLR MANF HP W/X-ARMS,mantenimiento preventivo manifold 035,10/17/2021,RPM,6004510016,,10/17/2021,1600,"81,905.93",,TECO ESTC GMPS MACM PRC  SETC,10/17/2021,MANIFOLD SUCTION,Manifold suction,10/17/2021,31613934
,323076466,11647334,TRLR BLNR FRAC ACE 100 BBL FB4K,Perform R01_S PM inspection,11/1/2021,PREV,6004510016,,11/1/2021,1600,"128,622.08",ATCH,TECO PCNF ESTC MANC NMAT PRC  SETC,11/1/2021,LEVEL B PM,Level B PM,10/18/2021,31616599
,323076662,12784265,TRAC HYD START 6X4 SLPR,Colocar tapa de combustible,10/14/2021,UNSC,6004510016,,10/18/2021,1600,"20,910.70",,TECO PCNF ESTC GMPS MANC NMAT PRC  SETC,10/14/2021,ACC-GENERAL GRP,Accessories-general grp,10/18/2021,31616800
,323077252,11592631,PUMP HT2000,Reparacion Power ENd 11592631 [[MET]],10/18/2021,UNSC,6004510016,,10/18/2021,1600,"1,416,768.78",,TECO GMPS MANC NMAT PRC  SETC,10/18/2021,HT-2000,HT-2000,10/18/2021,
,323077253,13057744,TRLR PUMP Q10-X 2000 HHP,reparacion reductor 12101815 [[MET]],10/18/2021,RPM,6004510016,,10/18/2021,1600,"303,450.00",,TECO MANC NMAT PRC  SETC,10/18/2021,Q-10,Q-10,10/18/2021,31618217
,323077255,13038520,TRLR PUMP Q10-X 2000 HHP,reparacion reductor 1001216 [[MET]],10/18/2021,RPM,6004510016,,10/18/2021,1600,"1,152,752.41",,TECO GMPS MANC NMAT PRC  SETC,10/18/2021,Q-10,Q-10,10/18/2021,31618216
,323077405,12002163,TRLR PUMP Q10-X 2000 HHP,REP TRANSMISION [[MTU]],10/18/2021,UNSC,6004510016,,10/18/2021,1600,"10,773,009.87",,TECO ESTC GMPS MANC NMAT PRC  SETC,10/18/2021,TRANS-AUTO GRP,Transmission auto grp,10/18/2021,31616984
,323077808,12998978,PUMP HT2000,Reparacion de PoWer End 12998978 [[MET]],10/18/2021,RPM,6004510016,,10/18/2021,1600,"1,713,842.76",,TECO GMPS MANC NMAT PRC  SETC,10/18/2021,HT-2000,HT-2000,10/18/2021,
,323077815,13057738,TRLR PUMP Q10-X 2000 HHP,Repracion reduc 1001253 [[MET]],10/18/2021,RPM,6004510016,,10/18/2021,1600,"1,152,752.41",,TECO GMPS MANC NMAT PRC  SETC,10/18/2021,Q-10,Q-10,10/18/2021,31617631
,323077821,11970682,TRLR PUMP HT2000 2000 HHP,Repracion reduc 1052803 [[MET]],10/18/2021,RPM,6004510016,,10/18/2021,1600,"1,030,975.00",,TECO GMPS MANC NMAT PRC  SETC,10/18/2021,HT-2000,HT-2000,10/18/2021,31617632
,323077824,11570239,PUMP HT2000,Reparacion Power ENd 11570239 [[MET]],10/18/2021,RPM,6004510016,,10/18/2021,1600,"1,713,842.76",,TECO GMPS MANC NMAT PRC  SETC,10/18/2021,HT-2000,HT-2000,10/18/2021,
,323078871,11681602,PUMP HT2000,repacion P end 11681602 [[MET]],10/18/2021,RPM,6004510016,,10/18/2021,1600,"1,713,842.76",,TECO GMPS MANC NMAT PRC  SETC,10/18/2021,HT-2000,HT-2000,10/18/2021,
,323078874,12506564,TRLR PUMP HT2000 2000 HHP,reparacion reductor C14-00121-644 [[MET],10/18/2021,RPM,6004510016,,10/18/2021,1600,"1,427,840.00",,TECO GMPS MANC NMAT PRC  SETC,10/18/2021,HT-2000,HT-2000,10/18/2021,
,323078876,11754299,TRLR PUMP HT2000 2000 HHP,reparacion reductor11681602 [[MET],10/18/2021,RPM,6004510016,,10/18/2021,1600,"1,427,840.00",,TECO ESTC GMPS NMAT PRC  SETC,10/18/2021,HT-2000,HT-2000,10/18/2021,31618237
,323079724,,,mantenimiento DME,10/19/2021,DME,6004510016,,10/19/2021,1600,"2,381,655.58",,TECO ESTC GMPS MACM PRC  SETC,10/19/2021,DISCHARGE IRON GRP,Discharge iron grp,10/19/2021,31619871
,323080786,13037035,TRLR MANF HP W/X-ARMS,Perform S52 PM Inspection,2/26/2022,PREV,6004510016,,2/26/2022,1600,0.00,,CLSD MANC NCMP NMAT PRC  SETC,2/26/2022,SCHD INSP MECH GRP,Sched inspection mech grp,10/19/2021,31620529
,323080792,13056272,TRLR MANF HP W/X-ARMS,Perform S52 PM Inspection,2/26/2022,PREV,6004510016,,2/26/2022,1600,0.00,,CLSD MANC NCMP NMAT PRC,2/26/2022,SCHD INSP MECH GRP,Sched inspection mech grp,10/19/2021,31620546
,323080802,12965543,TRLR MANF HP W/X-ARMS,Perform S52 PM Inspection,2/28/2022,PREV,6004510016,,2/28/2022,1600,0.00,,CLSD MANC NCMP NMAT PRC,2/28/2022,SCHD INSP MECH GRP,Sched inspection mech grp,10/19/2021,31620705
,323080810,13037034,TRLR MANF HP W/X-ARMS,Perform S52 PM Inspection,2/28/2022,PREV,6004510016,,2/28/2022,1600,0.00,,CLSD MANC NCMP NMAT PRC  SETC,2/28/2022,ACC-GENERAL GRP,Accessories-general grp,10/19/2021,31620713
,323081400,11905678,TRLR PUMP HT2000 2000 HHP DUAL FUEL,REP Cajas Angulares [[RALL]],10/19/2021,RPM,6004510016,,11/29/2021,1600,"880,526.23",,TECO ESTC MANC NMAT PRC  SETC,10/19/2021,COOLING SYSTEM GRP,Cooling system grp,10/19/2021,31620800
,323083465,11528740,TRLR PUMP Q10-X 2000 HHP CVRSN,TOP END MOTOR - 12600 Hs [[CUMM]],10/20/2021,UNSC,6004510016,,10/20/2021,1600,"21,946,333.52",,TECO ESTC GMPS MANC NMAT PRC  SETC,10/20/2021,ENGINE GRP,Engine grp,10/20/2021,31625329
,323083503,12784275,TRAC HYD START 6X4 SLPR,VTV - PJX195 (Control SRL),10/20/2021,CERT,6004510016,,10/20/2021,1600,"11,030.57",,TECO ESTC NMAT PRC  SETC,10/20/2021,,,10/20/2021,31623165
,323083511,13252818,TRLR STOR FLUID TANK 500 BBL,VTV - AD530XF (Control SRL),10/20/2021,CERT,6004510016,,10/20/2021,1600,"9,625.61",,TECO ESTC NMAT PRC  SETC,10/20/2021,,,10/20/2021,31623171
,323083512,13229323,TRAC BLOWER 6X4,VTV - AD270MX (Control SRL),10/20/2021,CERT,6004510016,,10/20/2021,1600,"11,030.57",,TECO ESTC NMAT PRC  SETC,10/20/2021,,,10/20/2021,31623172
,323083744,11317872,TRLR PUMP Q10-X 2000 HHP CVRSN,TOP END MOTOR - 10400 Hs [[CUMM]],10/20/2021,RPM,6004510016,,10/20/2021,1600,"16,367,291.20",,TECO ESTC GMPS MANC NMAT PRC  SETC,10/20/2021,ENGINE GRP,Engine grp,10/20/2021,31623628
,323084461,,,recertificacion semestral manifld 777,10/20/2021,DME,6004510016,,10/20/2021,1600,"525,232.34",,TECO ESTC GMPS MSPT PRC  SETC,10/20/2021,DISCHARGE IRON GRP,Discharge iron grp,10/20/2021,31625362
,323085849,12999794,TRLR PUMP HT2000 2000 HHP,RPL amortiguadores daysi y Cstand,10/21/2021,RPM,6004510016,,12/30/2021,1600,0.00,,TECO MANC NMAT PRC  SETC,10/21/2021,CONTROL STAND GRP,Control stand grp,10/21/2021,31626827
,323087006,11915777,TRLR MANF HEADER HP,Perform S58_S PM Inspection,2/26/2022,PREV,6004510016,,2/26/2022,1600,0.00,,CLSD MANC NCMP NMAT PRC  SETC,2/26/2022,SCHD INSP MECH GRP,Sched inspection mech grp,10/21/2021,31626888
,323087029,13266646,"TELHANDLER,MDL DIECI SAMSON 45.8 (127HP)",perform annual certification,10/20/2021,CERT,6004510016,,10/20/2021,1600,0.00,,CLSD MANC NCMP NMAT PRC,10/20/2021,,,10/21/2021,
,323087791,13149864,TRK TRANSPT IRON W\CRANE,"Cambio de aceite, filtros 4.082hs[FEA]",10/5/2021,STND,6004510016,,10/21/2021,1600,697.91,,TECO PCNF ESTC MANC NMAT PRC  SETC,10/5/2021,ENGINE FILTER/OIL,Engine filter/oil,10/21/2021,31627565
,323087795,13128084,TRAC HYD START 6X4 SLPR,"Cambio de aceite, filtros 10.072s[FEA]",10/5/2021,STND,6004510016,,10/21/2021,1600,697.91,,TECO PCNF ESTC MANC NMAT PRC  SETC,10/5/2021,ENGINE FILTER/OIL,Engine filter/oil,10/21/2021,31627566
,323087800,13067517,TRAC HYD START 6X4 SLPR,"Cambio de aceite, filtros 15889hs[FEA]",10/5/2021,STND,6004510016,,10/21/2021,1600,697.91,,TECO PCNF ESTC MANC NMAT PRC  SETC,10/5/2021,ENGINE FILTER/OIL,Engine filter/oil,10/21/2021,31627569
,323087810,12244548,TRAC HYD START 6X4 SLPR,"Cambio de aceite, filtros 34884hs[FEA]",10/5/2021,STND,6004510016,,10/21/2021,1600,697.91,,TECO PCNF ESTC MANC NMAT PRC  SETC,10/5/2021,ENGINE FILTER/OIL,Engine filter/oil,10/21/2021,31627577
,323087811,13116383,TRAC HYD START 6X4 SLPR,"Cambio de aceite, filtros 6.962hs[FEA]",10/5/2021,STND,6004510016,,10/21/2021,1600,697.91,,TECO PCNF ESTC MANC NMAT PRC  SETC,10/5/2021,ENGINE FILTER/OIL,Engine filter/oil,10/21/2021,31627578
,323087812,13067509,TRAC HYD START 6X4 SLPR,"Cambio de aceite, filtros 6.962hs[FEA]",10/21/2021,STND,6004510016,,12/31/2021,1600,697.91,,TECO PCNF MANC NMAT PRC  SETC,10/21/2021,ENGINE FILTER/OIL,Engine filter/oil,10/21/2021,31627579
,323087813,13228152,TRAC HYD START 6X4 SLPR,"ambio de aceite, filtros 11.786s[FEA]",10/5/2021,STND,6004510016,,10/21/2021,1600,697.91,,TECO PCNF ESTC MANC NMAT PRC  SETC,10/5/2021,ENGINE FILTER/OIL,Engine filter/oil,10/21/2021,31627580
,323087814,13128082,TRAC HYD START 6X4 SLPR,"Cambio de aceite, filtros 15.294s[FEA]",10/5/2021,STND,6004510016,,10/21/2021,1600,697.91,,TECO PCNF ESTC MANC NMAT PRC  SETC,10/5/2021,ENGINE FILTER/OIL,Engine filter/oil,10/21/2021,31627581
,323088156,12244536,TRAC WINCH 6X4,VTV - MRL989 (Control SRL),10/21/2021,CERT,6004510016,,10/21/2021,1600,"11,030.57",,TECO ESTC NMAT PRC  SETC,10/21/2021,,,10/21/2021,31629360
,323092371,,,Dme recambio,10/22/2021,DME,6004510016,,10/22/2021,1600,"744,702.30",,TECO ESTC GMPS MACM PRC  SETC,10/22/2021,DISCHARGE IRON GRP,Discharge iron grp,10/22/2021,31631397
,323096065,11561859,TRLR BLNR FRAC ACE 100 BBL FB4K,rpl faros de trabajo,10/24/2021,RPM,6004510016,,10/28/2021,1600,"41,589.42",,TECO PCNF ESTC GMPS MANC PRC  SETC,10/24/2021,FRAME GRP,Frame grp,10/24/2021,31636813
,323096890,11915777,TRLR MANF HEADER HP,certificacion manifold trailer,10/24/2021,DME,6004510016,,10/25/2021,1600,"803,124.58",,TECO ESTC GMPS MACM PRC  SETC,10/24/2021,DISCHARGE IRON GRP,Discharge iron grp,10/24/2021,31636482
,323097772,12129760,TRLR PUMP Q10-X 2000 HHP,rpl pillow inferior,10/24/2021,RPM,6004510016,,10/28/2021,1600,"56,257.46",,TECO ESTC GMPS MSPT PRC  SETC,10/24/2021,COOLING SYSTEM GRP,Cooling system grp,10/24/2021,31636819
,323098048,13281436,TRLR TRANS EXPRESS SAND STRUCTURE,REPOSICION DE TABLETS [[SET2]],12/25/2021,UNSC,6004510016,,12/25/2021,1600,"7,518.80",,TECO PCNF ESTC MANC PRC  SETC,12/25/2021,ACE COMPONENTS GRP,Ace Components Grp,10/25/2021,31638387
,323099320,11970658,TRLR PUMP HT2000 2000 HHP,rpl filtros de gas oil y aire,10/25/2021,RPM,6004510016,,10/28/2021,1600,"148,637.77",,TECO ESTC GMPS MACM PRC  SETC,10/25/2021,ENGINE FILTER/OIL,Engine filter/oil,10/25/2021,31639287
,323099321,11970658,TRLR PUMP HT2000 2000 HHP,rpl cardan corto y angular + pillow inf.,10/25/2021,RPM,6004510016,,10/28/2021,1600,"404,275.74",,TECO ESTC GMPS MANC MSPT PRC  SETC,10/25/2021,COOLING SYSTEM GRP,Cooling system grp,10/25/2021,31639288
,323099382,13149873,TRLR STOR FLUID TANK 500 BBL,VTV - AD442XC (Control SRL),10/25/2021,CERT,6004510016,,10/25/2021,1600,"9,625.61",,TECO ESTC NMAT PRC  SETC,10/25/2021,,,10/25/2021,31638633
,323099384,12584740,TRAC HYD START 6X4 SLPR,VTV - OEC360 (Control SRL),10/25/2021,CERT,6004510016,,10/25/2021,1600,"11,030.57",,TECO ESTC NMAT PRC  SETC,10/25/2021,,,10/25/2021,31638635
,323099551,12963700,TRLR QA QC CONT TCC/LAB 40',Perform E02_S PM Inspection,11/13/2021,PREV,6004510016,,11/13/2021,1600,"55,832.48",ATCH,TECO PCNF ESTC MANC NMAT PRC  SETC,11/13/2021,LEVEL A PM,Level A PM,10/25/2021,31639168
,323100023,13057720,TRLR PUMP Q10-X 2000 HHP,Rpl turbos preventivo 9839 hrs [[FINN]],10/25/2021,RPM,6004510016,,11/19/2021,1600,"6,870,540.96",,TECO ESTC GMPS MANC PRC  SETC,10/25/2021,ENGINE GRP,Engine grp,10/25/2021,31639985
,323102491,12784277,TRAC HYD START 6X4 SLPR,VTV - PLO515 (Control SRL),10/26/2021,CERT,6004510016,,10/26/2021,1600,"11,030.57",,TECO ESTC NMAT PRC  SETC,10/26/2021,,,10/26/2021,31642167
,323105777,13067507,TRAC HYD START 6X4 SLPR,VTV - AC689SA (VTV),10/27/2021,CERT,6004510016,,10/27/2021,1600,"11,030.57",,TECO ESTC NMAT PRC  SETC,10/27/2021,,,10/27/2021,31644888
,323105779,12753012,TRLR TRANSPT LOWBOY 2 AXLE,VTV - PDF754 (Control SRL),10/27/2021,CERT,6004510016,,10/27/2021,1600,"9,625.61",,TECO ESTC NMAT PRC  SETC,10/27/2021,,,10/27/2021,31644890
,323106011,,,Repuestos certificacion DME,10/27/2021,DME,6004510016,,10/27/2021,1600,"367,763.46",,TECO ESTC GMPS MACM PRC  SETC,10/27/2021,DISCHARGE IRON GRP,Discharge iron grp,10/27/2021,31646269
,323106340,11999406,TRLR PUMP HT2000 2000 HHP,Desmontaje de Motor [[FINN]],10/27/2021,RPM,6004510016,,11/29/2021,1600,"143,913.60",,TECO MANC NMAT PRC  SETC,10/27/2021,ENGINE GRP,Engine grp,10/27/2021,31647494
,323106788,11720335,TRLR PUMP HT2000 2000 HHP,"service de motor y caja, 18339 hrs.",10/27/2021,STND,6004510016,,10/28/2021,1600,"799,029.45",,TECO ESTC GMPS MACM PRC  SETC,10/27/2021,ENGINE FILTER/OIL,Engine filter/oil,10/27/2021,31646453
,323107077,11754314,TRLR PUMP HT2000 2000 HHP,Prueba por WM,10/27/2021,FTST,6004510016,,10/27/2021,1600,0.00,,CLSD ESTC NMAT PRC  SETC,10/27/2021,FUNCTION TEST,FUNCTION TEST,10/27/2021,31645968
,323107382,11647334,TRLR BLNR FRAC ACE 100 BBL FB4K,FABRICAR MANIFOLD NUEVO [[PLP]],10/27/2021,RPM,6004510016,,10/27/2021,1600,"264,459.03",,TECO GMPS MANC PRC  SETC,10/27/2021,MANIFOLD GRP,Manifold grp,10/27/2021,31646137
,323107404,11542685,TRLR PUMP Q10-X 2000 HHP CVRSN,rpl cardan corto y pillow inf.,10/27/2021,RPM,6004510016,,10/28/2021,1600,"30,717.98",,TECO ESTC GMPS MSPT PRC  SETC,10/27/2021,COOLING SYSTEM GRP,Cooling system grp,10/27/2021,31647506
,323108487,11691538,TRLR PUMP HT2000 2000 HHP,rpl filtros de gas oil,10/27/2021,RPM,6004510016,,10/28/2021,1600,"49,199.19",,TECO ESTC GMPS MACM PRC  SETC,10/27/2021,ENGINE FILTER/OIL,Engine filter/oil,10/27/2021,31647920
,323109560,11970698,TRLR PUMP HT2000 2000 HHP,REP TRANSMISION [[MTU]],10/28/2021,UNSC,6004510016,,10/28/2021,1600,"9,012,423.50",,TECO ESTC GMPS MANC NMAT PRC  SETC,10/28/2021,TRANS-AUTO GRP,Transmission auto grp,10/28/2021,31650125
,323110334,11561859,TRLR BLNR FRAC ACE 100 BBL FB4K,RPL Pote DA3 (perilla),10/28/2021,RPM,6004510016,,10/28/2021,1600,"7,337.53",,TECO PCNF NMAT PRC  SETC,10/28/2021,ELEC-CNTRL DEV GRP,Electronic-control devices grp,10/28/2021,31650706
,323110359,11597004,TRLR PUMP HT2000 2000 HHP,"service de motor y caja, 17678 hrs",10/28/2021,STND,6004510016,,10/28/2021,1600,"43,239.92",,TECO ESTC GMPS MACM PRC  SETC,10/28/2021,ENGINE FILTER/OIL,Engine filter/oil,10/28/2021,31650719
,323110664,,,Faltante bahia de pruebas,10/28/2021,DME,6004510016,,10/28/2021,1600,"242,290.84",,TECO ESTC GMPS MACM PRC  SETC,10/28/2021,DISCHARGE IRON GRP,Discharge iron grp,10/28/2021,31650569
,323110756,13116387,TRAC BLOWER 6X4,VTV - AC988AQ (Control SRL),10/28/2021,CERT,6004510016,,10/28/2021,1600,"11,030.57",,TECO ESTC NMAT PRC  SETC,10/28/2021,,,10/28/2021,31650212
,323110762,13224878,PICKUP HILUX 4x4,VTV - AD530XE (Controol SRL),10/28/2021,CERT,6004510016,,10/28/2021,1600,"7,642.14",,TECO ESTC NMAT PRC  SETC,10/28/2021,,,10/28/2021,31650213
,323110902,12784289,TRAC HYD START 6X4 SLPR,Perform G06_S PM Inspection,1/29/2022,PREV,6004510016,,1/29/2022,1600,717.95,,TECO PCNF ESTC NMAT PRC  SETC,1/29/2022,LEVEL G06L PM,LEVEL G06L PM,10/28/2021,31650082
,323110933,13064301,TRAC HYD START 6X4 SLPR,Perform G06_S PM Inspection,1/29/2022,PREV,6004510016,,1/29/2022,1600,717.95,,TECO PCNF ESTC NMAT PRC  SETC,1/29/2022,LEVEL G06L PM,LEVEL G06L PM,10/28/2021,31650412
,323111038,12129757,TRLR PUMP Q10-X 2000 HHP,"service de motor y caja, 11417 hrs.",10/28/2021,STND,6004510016,,10/28/2021,1600,"252,559.80",,TECO ESTC GMPS MACM PRC  SETC,10/28/2021,ENGINE FILTER/OIL,Engine filter/oil,10/28/2021,31652233
,323111040,11691538,TRLR PUMP HT2000 2000 HHP,"rpl de power end y reductor, 16746 hrs.",10/28/2021,RPM,6004510016,,10/28/2021,1600,0.00,,TECO ESTC NMAT PRC  SETC,10/28/2021,PUMP-HT/Q MISC GRP,Pump-ht/hq misc grp,10/28/2021,31652236
,323111321,11597004,TRLR PUMP HT2000 2000 HHP,rpl caja angular,10/28/2021,RPM,6004510016,,10/28/2021,1600,"212,026.89",,TECO ESTC MANC NMAT PRC  SETC,10/28/2021,COOLING SYSTEM GRP,Cooling system grp,10/28/2021,31652002
,323111323,11597004,TRLR PUMP HT2000 2000 HHP,"lavar radiadores, 17678 hrs",10/28/2021,RPM,6004510016,,10/28/2021,1600,0.00,,TECO ESTC NMAT PRC  SETC,10/28/2021,COOLING SYSTEM GRP,Cooling system grp,10/28/2021,31652004
,323111563,,,reparaciones valvulas lo torc 1 inch,10/28/2021,DME,6004510016,,10/28/2021,1600,"294,210.76",,TECO ESTC GMPS MACM PRC  SETC,10/28/2021,DISCHARGE IRON GRP,Discharge iron grp,10/28/2021,31653027
,323112349,13229325,TRAC BLOWER 6X4,VTV - AD270MW (Control SRL),10/29/2021,CERT,6004510016,,10/29/2021,1600,"11,030.57",,TECO ESTC NMAT PRC  SETC,10/29/2021,,,10/29/2021,31654766
,323114347,11625760,TRLR PUMP HT2000 2000 HHP,Perform S76 PM inspection,2/25/2022,PREV,6004510016,,2/25/2022,1600,"117,400.48",ATCH INPR RTEC,TECO PCNF ESTC MANC NMAT PRC  SETC,2/25/2022,LEVEL B PM,Level B PM,10/29/2021,31655225
,323114349,12585210,TRAC STD 6X4,Perform G06_S PM Inspection,1/28/2022,PREV,6004510016,,1/28/2022,1600,717.95,,TECO PCNF ESTC NMAT PRC  SETC,1/28/2022,LEVEL G06L PM,LEVEL G06L PM,10/29/2021,31655226
,323115173,11970892,TRLR PUMP HT2000 2000 HHP,Asistencia DIC en Base Añelo [[FINN]],10/29/2021,RPM,6004510016,,10/29/2021,1600,"4,435,659.26",,TECO ESTC GMPS MANC NMAT PRC  SETC,10/29/2021,ENGINE GRP,Engine grp,10/29/2021,31655259
,323115174,11970658,TRLR PUMP HT2000 2000 HHP,Asistencia ENE en Base Añelo [[FINN]],10/29/2021,RPM,6004510016,,10/29/2021,1600,"3,905,470.81",,TECO ESTC GMPS NMAT PRC  SETC,10/29/2021,ENGINE GRP,Engine grp,10/29/2021,31655260
,323120016,11451139,TRLR PUMP Q10-X 2000 HHP CVRSN,RPL de baterias de UPS Intelliscan,10/31/2021,RPM,6004510016,,12/29/2021,1600,0.00,,TECO NMAT PRC  SETC,10/31/2021,ELEC-CNTRL DEV GRP,Electronic-control devices grp,10/31/2021,31661238
,323122061,11647334,TRLR BLNR FRAC ACE 100 BBL FB4K,Mantenimiento operativo,11/1/2021,RPM,6004510016,,11/1/2021,1600,"63,521.96",,TECO GMPS MANC PRC  SETC,11/1/2021,FUNCTION TEST,FUNCTION TEST,11/1/2021,31662987
,323122904,,,Consumibles LLLN286 SET 3 [[NOVIEMBRE]],11/1/2021,RPM,6004510016,,11/29/2021,1600,"9,288,661.98",,TECO PCNF GMPS MANC PRC  SETC,11/1/2021,ACC-GENERAL GRP,Accessories-general grp,11/1/2021,31663449
,323122905,,,Consumibles LLL232 SET 1 [[NOVIEMBRE]],11/1/2021,RPM,6004510016,,11/29/2021,1600,"2,102,821.95",,TECO PCNF GMPS MANC PRC  SETC,11/1/2021,ACC-GENERAL GRP,Accessories-general grp,11/1/2021,31663450
,323123532,11970892,TRLR PUMP HT2000 2000 HHP,Perform S76 PM inspection,1/1/2022,PREV,6004510016,,1/1/2022,1600,"38,974.36",ATCH,TECO PCNF ESTC NMAT PRC  SETC,1/1/2022,LEVEL B PM,Level B PM,11/1/2021,31664376
,323123541,13064303,TRAC HYD START 6X4 SLPR,Perform G06_S PM Inspection,1/23/2022,PREV,6004510016,,1/23/2022,1600,0.00,,CLSD MANC NCMP NMAT PRC,1/23/2022,SCHD INSP MECH GRP,Sched inspection mech grp,11/1/2021,31664384
,323123588,,,Consumibles IEM Añelo [[NOVIEMBRE]],11/1/2021,RPM,6004510016,,11/29/2021,1600,"2,658,837.88",,TECO PCNF GMPS MANC PRC  SETC,11/1/2021,ACC-GENERAL GRP,Accessories-general grp,11/1/2021,31664818
,323123765,13118133,SKID GEN 60 KW,SVC DE MOTOR [[HS]],11/1/2021,UNSC,6004510016,,11/1/2021,1600,"61,250.80",,TECO ESTC GMPS MACM PRC  SETC,11/1/2021,ENGINE GRP,Engine grp,11/1/2021,31666359
,323123788,12999797,TRLR PUMP HT2000 2000 HHP,Fabric Adapt y sombrerete,11/1/2021,UNSC,6004510016,,11/1/2021,1600,"128,112.17",,TECO MANC PRC  SETC,11/1/2021,ENGINE GRP,Engine grp,11/1/2021,
,323123810,12002163,TRLR PUMP Q10-X 2000 HHP,reparacion reductor 1000439  [[MET]],11/1/2021,UNSC,6004510016,,11/1/2021,1600,"1,161,952.41",,TECO GMPS MANC NMAT PRC  SETC,11/1/2021,Q-10,Q-10,11/1/2021,31665073
,323123812,11754299,TRLR PUMP HT2000 2000 HHP,reparacion reductor C12-00035   [[MET]],11/1/2021,UNSC,6004510016,,11/1/2021,1600,"317,745.00",,TECO MANC NMAT PRC  SETC,11/1/2021,HT-2000,HT-2000,11/1/2021,31665071
,323123814,11754299,TRLR PUMP HT2000 2000 HHP,reparacion Power END 11991048 [[MET]],11/1/2021,UNSC,6004510016,,11/1/2021,1600,"2,160,842.76",,TECO GMPS MANC NMAT PRC  SETC,11/1/2021,HT-2000,HT-2000,11/1/2021,31665074
,323124269,13217341,SKID AUX HYD POWER PACK,Remplazo de baterias[Equipar],11/1/2021,RPM,6004510016,,11/30/2021,1600,"91,216.76",,TECO GMPS MANC PRC  SETC,11/1/2021,BATTERY,Battery,11/1/2021,31665710
